candidate_phrase,frequency,source,score,action_code,standard_form
a result,101,Gensim,10.972142228385511,,
in addition,101,Gensim,20.67939559522243,,
i 'm,100,Gensim,287.2833180147059,,
compared with,100,Gensim,75.84467534232282,,
if you,99,Gensim,39.64767914098475,,
well as,99,Gensim,19.951751811161788,,
he added,95,Gensim,36.07910723815511,,
south korea,94,NER,,,
officials said,93,Gensim,10.90594055117087,,
foreign currencies,93,Gensim,182.3061762909512,,
was quoted,93,Gensim,69.79394465336033,,
london based,92,Gensim,160.12701387334974,,
i do,91,Gensim,29.96163636825698,,
analysts said,90,Gensim,25.97408839424946,,
might be,90,Gensim,23.331477078379844,,
they do,90,Gensim,14.638441994317622,,
nation 's,88,Gensim,20.2175469379294,,
quoted at,88,Gensim,75.52894402035624,,
its own,87,Gensim,32.25355749677515,,
the white house,87,NER,,,
they 're,86,Gensim,52.644479781917305,,
response to,86,Gensim,13.27061834109148,,
people who,86,Gensim,23.21710211086621,,
long term,86,Gensim,269.1723396089205,,
u.s. officials,84,Gensim,13.586543291639725,,
white house,84,NER,,,
gold was,83,Gensim,12.270310329741786,,
for instance,83,Gensim,41.026019369051085,,
on commodity,83,Gensim,21.61662438215762,,
n't any,83,Gensim,10.682038410629106,,
if they,83,Gensim,10.373467414520414,,
five major,82,Gensim,102.09786165651094,,
three years,82,Gensim,47.11928542201392,,
joint venture,82,Gensim,855.8836148648649,,
york london,82,Gensim,68.96274771341463,,
try to,82,Gensim,12.846752175932593,,
afternoon price,81,Gensim,273.9989042296734,,
she says,81,Gensim,23.02304040541685,,
settlement price,80,Gensim,415.42297979797985,,
and afternoon,80,Gensim,10.391614402141986,,
on settlement,80,Gensim,47.9949527366087,,
on morning,80,Gensim,35.432515443133944,,
morning and,80,Gensim,11.786461972899298,,
and frankfurt,80,Gensim,19.956623113204493,,
major dealers,80,Gensim,227.9697070480308,,
month on,80,Gensim,10.495914117349816,,
price fixings,80,Gensim,571.2065972222222,,
fixings of,80,Gensim,16.46304240499573,,
comex based,80,Gensim,509.8794321844781,,
commodity exchange,80,NER,,,
the commodity exchange,80,NER,,,
home markets,79,Gensim,252.23369869258025,,
zurich and,79,Gensim,20.148454219098866,,
mr. rewald,79,Gensim,75.06199901344186,,
toronto paris,78,Gensim,1871.8802119865948,,
paris tokyo,78,Gensim,692.4434930519518,,
tokyo zurich,78,Gensim,1135.2852618642464,,
markets london,78,Gensim,175.39137578501533,,
london toronto,78,Gensim,643.7441704636826,,
their own,77,Gensim,46.749288570154285,,
kind of,76,Gensim,12.853619362250964,,
west germany,76,NER,,,
because they,75,Gensim,12.013665638883484,,
i think,75,Gensim,81.73067368839428,,
first time,75,Gensim,37.10221249915425,,
to build,75,Gensim,11.787003259062732,,
dollar denominated,74,Gensim,215.40976373469968,,
yen from,74,Gensim,29.40670490490957,,
say they,74,Gensim,16.066072346044916,,
real estate,74,Gensim,1025.66345893196,,
million ounces,73,Gensim,128.27095516569202,,
we 've,72,Gensim,103.54110596004715,,
be used,72,Gensim,20.838990381206724,,
in response,72,Gensim,13.39231503403059,,
set up,72,Gensim,73.8188451659785,,
even if,71,Gensim,28.706368679043745,,
central bank,71,Gensim,92.54046383185455,,
are expected,70,Gensim,14.407393684210525,,
mr. jackson,70,Gensim,39.297717400092615,,
denominated investments,70,Gensim,1542.9996392496394,,
must be,69,Gensim,28.32425597740189,,
five years,69,Gensim,57.94685511745151,,
fact that,69,Gensim,15.627417088888015,,
four years,68,Gensim,64.25357103001897,,
chief executive,68,Gensim,323.28818079730485,,
trust co.,67,Gensim,156.92691745518886,,
nuclear power,67,Gensim,148.8994729850071,,
dealers credit,67,Gensim,177.78239687644347,,
frankfurt comex,67,Gensim,2088.3425470925467,,
they say,65,Gensim,13.970497692212971,,
his own,65,Gensim,29.32685022595798,,
an agreement,65,Gensim,24.045443084692373,,
stock exchange,64,Gensim,86.33643924568582,,
be able,64,Gensim,47.04200896643645,,
york gold,64,Gensim,35.81000036894923,,
major foreign,64,Gensim,32.24656676351325,,
san francisco,63,NER,,,
nearest month,63,Gensim,583.6632512616608,,
an assistant,63,Gensim,59.261546965786884,,
in january,63,Gensim,11.489835313044901,,
delivery this,62,Gensim,39.9645720301239,,
no one,62,Gensim,16.590972827361075,,
ounce from,62,Gensim,19.969987285726152,,
third world,61,Gensim,142.4043158350337,,
n't know,61,Gensim,32.02070197635053,,
japanese currency,61,Gensim,166.2291591483219,,
stock market,61,Gensim,59.82090909090909,,
britain 's,61,Gensim,12.155127826215457,,
those who,61,Gensim,26.979894861694806,,
is likely,60,Gensim,12.584057952873305,,
tried to,60,Gensim,12.197700236730423,,
willing to,59,Gensim,15.839125116786603,,
involved in,59,Gensim,10.697432877662497,,
believe that,59,Gensim,11.311533022937185,,
traders said,59,Gensim,14.93734772015315,,
's strength,58,Gensim,14.256441554279435,,
fourth quarter,58,Gensim,650.9068682344159,,
on friday,58,Gensim,14.07851946940522,,
we do,58,Gensim,15.003454500400947,,
official said,58,Gensim,11.187489855243548,,
you can,58,Gensim,29.665296061025693,,
york trading,57,Gensim,26.743166016406562,,
mr. huang,57,Gensim,70.85319793927145,,
mr. dominelli,57,Gensim,75.35181368144742,,
stake in,57,Gensim,10.987980437302712,,
lack of,57,Gensim,12.682640074959673,,
short term,57,Gensim,397.00150829562597,,
each other,56,Gensim,42.87552381439084,,
interest rate,56,Gensim,56.24546225501205,,
not only,56,Gensim,19.857334062313615,,
's largest,56,Gensim,12.63338648765856,,
mr. deng,56,Gensim,55.42705525606469,,
earlier this,56,Gensim,29.131334157401685,,
will continue,56,Gensim,42.1411547541313,,
next year,55,Gensim,22.041277612308253,,
wanted to,55,Gensim,10.216664141081662,,
to avoid,55,Gensim,13.777016796307091,,
we can,54,Gensim,14.215030335948253,,
attempt to,54,Gensim,11.138718079814284,,
two weeks,54,Gensim,71.42265077107783,,
refused to,53,Gensim,13.855742606571702,,
ounce home,53,Gensim,194.47007105123816,,
mr. chernenko,53,Gensim,48.68886422493526,,
sources said,53,Gensim,24.774137682205225,,
senior vice,53,Gensim,178.83679847805408,,
n't want,52,Gensim,20.85462575859744,,
an official,52,Gensim,13.292952554841781,,
are being,51,Gensim,13.415791689750693,,
noted that,51,Gensim,23.149302677022757,,
staff reporters,51,Gensim,217.071942858782,,
ability to,51,Gensim,13.492588062447847,,
executive officer,51,Gensim,634.0996313055136,,
even though,51,Gensim,98.63331247881963,,
he adds,51,Gensim,40.13505916296732,,
colony 's,51,Gensim,17.53811300639659,,
tend to,50,Gensim,16.04617250393414,,
agreement with,50,Gensim,14.345180365099926,,
designed to,50,Gensim,11.690782824294873,,
arms control,50,Gensim,361.4666748046875,,
year before,50,Gensim,12.785523871699814,,
el salvador,50,NER,,,
foreign currency,49,Gensim,46.694986872068796,,
n't think,49,Gensim,18.845057368321022,,
officials say,49,Gensim,33.015101964486895,,
recent years,49,Gensim,41.4235476237485,,
how much,48,Gensim,66.46299297676931,,
money supply,48,Gensim,227.96720915243313,,
aimed at,48,Gensim,80.9574888128455,,
five year,48,Gensim,17.35975522965319,,
world wide,48,Gensim,262.4308106102764,,
demand for,48,Gensim,15.359243569756687,,
late new,48,Gensim,23.079054433221103,,
can not,47,Gensim,15.870421584075634,,
more attractive,47,Gensim,77.03722906074391,,
to discuss,47,Gensim,12.72996351978775,,
six months,47,Gensim,170.2388754743015,,
comment on,47,Gensim,30.16825600586833,,
trade deficit,47,Gensim,141.43361581920902,,
joint ventures,47,Gensim,858.5666356011184,,
an average,47,Gensim,28.02001338280917,,
foreign policy,46,Gensim,39.95679862561277,,
even more,46,Gensim,11.286038545975396,,
york yesterday,46,Gensim,24.32209028098315,,
as part,46,Gensim,11.824801234232417,,
ready to,46,Gensim,10.805973174146951,,
a bit,46,Gensim,13.981237245254897,,
yesterday afternoon,45,Gensim,125.80512565600176,,
relations with,45,Gensim,20.620627521642053,,
already has,45,Gensim,15.52719258504172,,
few years,45,Gensim,44.78542430213129,,
along with,45,Gensim,28.868878530298876,,
three year,45,Gensim,10.914232638370569,,
led by,45,Gensim,23.003819228987684,,
dollar rose,45,Gensim,29.498084729161206,,
state owned,44,Gensim,128.50089128344817,,
broadcasting cos,44,Gensim,2682.1875,,
away from,44,Gensim,27.23044552249258,,
interested in,44,Gensim,16.02413813773312,,
other countries,44,Gensim,27.68309468692626,,
economic recovery,43,Gensim,250.2716390423573,,
responsible for,43,Gensim,35.663141020155514,,
reports that,43,Gensim,10.31653706258623,,
thousands of,43,Gensim,12.590603499669692,,
net income,43,Gensim,376.8785796105384,,
has become,43,Gensim,23.088260278627253,,
communist party,43,NER,,,
trading yesterday,43,Gensim,28.288533507102354,,
we 'll,43,Gensim,67.17441879207612,,
japanese yen,43,Gensim,159.1872930990578,,
looking for,42,Gensim,17.888449522869074,,
later this,42,Gensim,25.941915177448845,,
american broadcasting,42,Gensim,212.39365971107546,,
owned by,42,Gensim,20.87451001238044,,
government officials,42,Gensim,15.899779662323041,,
economic growth,41,Gensim,95.25392651209921,,
than expected,41,Gensim,18.0563893441061,,
what we,41,Gensim,11.810160622428112,,
mr. andropov,41,Gensim,43.24339914714645,,
i 've,40,Gensim,66.56680655752866,,
precious metals,40,Gensim,2554.464285714286,,
higher u.s.,40,Gensim,14.425330552371646,,
saudi arabia,40,NER,,,
had expected,40,Gensim,16.347411008978955,,
hundreds of,40,Gensim,13.36130977796755,,
same time,40,Gensim,61.00326324767308,,
past two,40,Gensim,34.29515720254812,,
weeks ago,39,Gensim,206.12695780357473,,
all deliveries,39,Gensim,209.69725940089228,,
assistant vice,39,Gensim,225.9627115905143,,
so called,39,Gensim,47.69837885778122,,
dollar fell,39,Gensim,40.650871232080235,,
amounted to,39,Gensim,15.854167020981082,,
former vice,39,Gensim,84.45071039241444,,
millions of,39,Gensim,11.94119342442357,,
reason for,39,Gensim,12.518195653633535,,
might have,39,Gensim,10.679327383884553,,
german marks,39,Gensim,259.01894044642034,,
by making,39,Gensim,12.320134891947674,,
an estimated,39,Gensim,31.350305333456646,,
calls for,39,Gensim,14.79423122702145,,
cents an,38,Gensim,18.902389980466506,,
administration officials,38,Gensim,38.213393259376055,,
indicated that,38,Gensim,18.402471517045704,,
deal with,38,Gensim,29.476268301357145,,
national bank,38,Gensim,28.264127514681995,,
will remain,38,Gensim,31.47693043616913,,
holding company,38,Gensim,72.35435825669732,,
late last,38,Gensim,31.112529550827425,,
n't likely,38,Gensim,16.055492955247185,,
high technology,38,Gensim,93.29187503222147,,
news conference,38,Gensim,257.5062849824495,,
continues to,38,Gensim,11.3231481442856,,
next month,37,Gensim,58.30465673923036,,
pressure on,37,Gensim,17.06487208412754,,
year ago,37,Gensim,18.756310904459053,,
to expand,37,Gensim,10.776688694000214,,
against major,37,Gensim,22.568073034225684,,
sort of,37,Gensim,12.771329865693659,,
concern about,37,Gensim,22.785465405674465,,
no longer,37,Gensim,202.8296216382831,,
election year,37,Gensim,25.837775225530326,,
you 're,37,Gensim,65.95965417867436,,
does not,36,Gensim,22.96680222294279,,
next week,36,Gensim,55.81682910945597,,
known as,36,Gensim,19.08618237616722,,
oil prices,36,Gensim,35.51024280531707,,
news agency,36,Gensim,113.36265727115102,,
foreign debt,36,Gensim,39.14229738960909,,
charged with,36,Gensim,29.438659027607407,,
higher than,36,Gensim,25.91426248459672,,
may not,36,Gensim,11.173038919269464,,
years old,36,Gensim,36.432646077569885,,
natural gas,36,Gensim,1073.627894736842,,
south africa,36,NER,,,
british colony,36,Gensim,241.00815217391303,,
speculation that,35,Gensim,20.98278724593809,,
valued at,35,Gensim,83.99882560187905,,
too much,35,Gensim,46.10227044498106,,
currencies yesterday,35,Gensim,95.48383040058816,,
two countries,35,Gensim,23.190920475450934,,
mr. zhao,35,Gensim,35.11216170067446,,
western europe,35,NER,,,
n't expect,35,Gensim,27.055819614163774,,
to protect,35,Gensim,11.607869470931082,,
it seems,35,Gensim,13.49445276131493,,
two months,35,Gensim,24.14659027526347,,
at home,35,Gensim,11.335481655616894,,
u.s. currency,34,Gensim,10.449198686709172,,
one third,34,Gensim,26.690821864160235,,
an analyst,34,Gensim,23.83344823624038,,
million loan,34,Gensim,18.749282761114255,,
federal funds,34,Gensim,87.51040978795217,,
democratic presidential,34,Gensim,263.57555248618786,,
an interview,34,Gensim,50.60024394771034,,
federal court,34,Gensim,79.12818662818663,,
dow jones,34,NER,,,
fear that,34,Gensim,10.68498481482145,,
the communist party,34,NER,,,
'll be,34,Gensim,20.959822066011313,,
mr. mitterrand,33,Gensim,44.07181675532933,,
credit conditions,33,Gensim,134.60185266356916,,
mr. kott,33,Gensim,62.34549687339271,,
afternoon on,33,Gensim,11.662678850394858,,
after all,33,Gensim,10.042514133224033,,
american broadcasting cos.,33,NER,,,
do not,33,Gensim,10.324306514371784,,
an attempt,33,Gensim,39.69501895897967,,
public service,33,Gensim,127.39821882951654,,
past few,33,Gensim,97.19485561756856,,
south china,33,Gensim,19.47636917157324,,
have taken,33,Gensim,22.50961477376572,,
irving trust,33,Gensim,1020.2015503875969,,
analysts say,33,Gensim,51.80347964956083,,
bishop baldwin,33,NER,,,
an effort,33,Gensim,26.68572703124683,,
partly because,33,Gensim,130.5781633144817,,
probably will,32,Gensim,22.18106343400042,,
be allowed,32,Gensim,29.807583256438217,,
venture with,32,Gensim,15.223822662462299,,
prime time,32,Gensim,68.66081573028497,,
several years,32,Gensim,31.113510276131635,,
recent months,32,Gensim,64.7346387034716,,
yellow rain,32,Gensim,3589.2545454545457,,
bond market,32,Gensim,87.43508858267717,,
last october,32,Gensim,88.94523153942428,,
be held,32,Gensim,11.742381282839299,,
central america,32,NER,,,
china sea,32,Gensim,75.71621564031535,,
the persian gulf,32,NER,,,
the federal reserve,32,NER,,,
on monday,32,Gensim,13.10758709220486,,
with contracts,32,Gensim,11.12242751595419,,
high interest,31,Gensim,23.86581184420135,,
an hour,31,Gensim,35.527383577744274,,
on tuesday,31,Gensim,15.777651129505852,,
saying that,31,Gensim,10.837574287969371,,
did not,31,Gensim,13.845908570022724,,
we did,31,Gensim,10.630017931279582,,
exchange traders,31,Gensim,47.86904602023458,,
n't disclosed,31,Gensim,41.799280737244324,,
one day,31,Gensim,12.36558782289423,,
budget deficit,31,Gensim,169.36703096539162,,
one thing,31,Gensim,42.36734188499827,,
his wife,31,Gensim,66.66970618034448,,
percentage point,31,Gensim,694.8010071474984,,
effect on,31,Gensim,12.888785429737174,,
human rights,31,Gensim,670.4067398119122,,
other major,31,Gensim,11.049913519057455,,
contracts covering,31,Gensim,662.0532466527358,,
sources say,30,Gensim,78.12262556036775,,
deliveries amounted,30,Gensim,4135.432378079437,,
crude oil,30,Gensim,386.6034498965971,,
talks with,30,Gensim,12.191249379349188,,
german mark,30,Gensim,249.70780206435944,,
nearly $,30,Gensim,10.53089283816708,,
irving trust co.,30,NER,,,
is scheduled,30,Gensim,10.868050050208764,,
they want,30,Gensim,14.948432530667878,,
foreign investment,30,Gensim,29.024110967614448,,
mr. seaga,30,Gensim,71.32157845449501,,
many people,30,Gensim,13.938242421161439,,
other hand,30,Gensim,64.05307012420667,,
presidential election,30,Gensim,231.85745292592176,,
premier zhao,30,Gensim,1506.4789377289378,,
so many,30,Gensim,13.991374222004495,,
most important,30,Gensim,58.21955380020101,,
've got,30,Gensim,279.63199048104707,,
better than,30,Gensim,36.54049479571574,,
version of,30,Gensim,11.553012214032092,,
british pound,30,Gensim,208.8931074766355,,
you do,30,Gensim,13.654522304413073,,
traders had,30,Gensim,18.12563078726658,,
approved by,30,Gensim,19.21116368800157,,
walter mondale,30,NER,,,
fell against,29,Gensim,45.592309246802735,,
million tons,29,Gensim,39.26661892827306,,
executive vice,29,Gensim,75.66172243302287,,
have become,29,Gensim,14.994758909853248,,
east germany,29,NER,,,
more expensive,29,Gensim,55.57685810810811,,
closed at,29,Gensim,18.991038831729174,,
it expects,29,Gensim,13.944267853358763,,
some analysts,29,Gensim,21.257803729637615,,
eager to,29,Gensim,12.123774780750239,,
metric tons,29,Gensim,2177.705460562603,,
accounted for,29,Gensim,38.29095141111434,,
devoe holbein,29,Gensim,4800.218844984802,,
new hampshire,28,NER,,,
we need,28,Gensim,29.434843322130945,,
grand gulf,28,NER,,,
rose against,28,Gensim,26.94952225273062,,
strong dollar,28,Gensim,32.97088220429077,,
many traders,28,Gensim,33.10560324085011,,
international inc.,28,Gensim,32.7471612054491,,
to tighten,28,Gensim,10.724877690663673,,
mr. nixon,28,Gensim,37.49477267322023,,
supposed to,28,Gensim,13.942340997862773,,
southeast asia,28,NER,,,
dollar strengthened,28,Gensim,129.2458582408198,,
foreign companies,28,Gensim,12.793006853506716,,
german central,28,Gensim,119.74405025634535,,
carter hawley,28,NER,,,
attorney general,28,Gensim,304.1292902499799,,
the middle east,28,NER,,,
to attract,28,Gensim,12.674855452602522,,
an additional,28,Gensim,26.085298173043782,,
zhao ziyang,28,NER,,,
her husband,28,Gensim,419.2899490248227,,
both sides,27,Gensim,325.84541280273703,,
this summer,27,Gensim,34.893271372238985,,
soviet leader,27,Gensim,44.94572979148814,,
gold declined,27,Gensim,70.37754010695187,,
mr. feldstein,27,Gensim,55.78932359107165,,
mr. mueller,27,Gensim,47.81942022091855,,
so much,27,Gensim,14.90659604307435,,
changing hands,27,Gensim,1443.048245614035,,
general manager,27,Gensim,159.17513304305757,,
impact on,27,Gensim,22.123387737636776,,
analyst at,27,Gensim,17.40845226241841,,
n't yet,27,Gensim,10.992950131520596,,
dozens of,27,Gensim,12.462346078620424,,
plenty of,27,Gensim,14.308619571749375,,
would allow,27,Gensim,34.83449795949796,,
investments look,27,Gensim,317.58204633204633,,
recent weeks,27,Gensim,95.52146429655437,,
ounces changing,27,Gensim,1493.9793601651186,,
world war,27,Gensim,55.68674365109283,,
gold rose,27,Gensim,31.402052016225245,,
estimates that,27,Gensim,11.208089648241828,,
year ended,26,Gensim,25.564491064491065,,
ronald reagan,26,NER,,,
mr. manley,26,Gensim,63.90413429522752,,
nuclear weapons,26,Gensim,136.28646665483166,,
york stock,26,Gensim,20.02932224025974,,
retail sales,26,Gensim,294.5147058823529,,
prudential bache,26,Gensim,7429.370967741935,,
against most,26,Gensim,11.081464053042332,,
meeting with,26,Gensim,10.240649478653317,,
new jersey,26,NER,,,
electric co.,26,Gensim,124.02288637587506,,
high tech,26,Gensim,441.54620398773005,,
mr. nakasone,26,Gensim,56.38600084873017,,
showed that,26,Gensim,11.402488332332148,,
air traffic,26,Gensim,370.7907588279489,,
most major,26,Gensim,12.902115335058767,,
the justice department,26,NER,,,
months ago,26,Gensim,70.30235042735043,,
last fall,26,Gensim,49.00223404255319,,
questions about,25,Gensim,37.51639129294519,,
kinds of,25,Gensim,13.508137357945216,,
houston oil,25,Gensim,139.17724196277496,,
foreign banks,25,Gensim,14.063715558291229,,
they 've,25,Gensim,18.80305978700362,,
i am,25,Gensim,128.68233729662077,,
intends to,25,Gensim,14.548529736900289,,
ought to,25,Gensim,13.470860867500265,,
among other,25,Gensim,17.41248508230861,,
suggested that,25,Gensim,16.182803235429375,,
olympic committee,25,Gensim,192.5753585016096,,
funds rate,25,Gensim,68.50768333819181,,
cable wireless,25,Gensim,3290.15,,
making dollar,25,Gensim,22.843029028069957,,
imports from,25,Gensim,10.938725979120953,,
cruise missiles,25,Gensim,1803.8103070175437,,
take over,25,Gensim,21.373284612261468,,
you ca,25,Gensim,55.448539696985016,,
account for,25,Gensim,11.396116491403077,,
know what,25,Gensim,45.285810634110085,,
an important,25,Gensim,13.582555674586711,,
credit special,25,Gensim,57.3491602827237,,
on wednesday,25,Gensim,11.830688629752286,,
argue that,25,Gensim,18.757340113793145,,
gary hart,25,NER,,,
few days,25,Gensim,73.61008568807749,,
few weeks,25,Gensim,103.27385156237739,,
nuclear plant,25,Gensim,50.90826099738507,,
international monetary,25,Gensim,193.19729888432178,,
higher interest,25,Gensim,31.499006725545105,,
air defense,25,Gensim,101.08298258011,,
commercial banks,25,Gensim,73.89278174549702,,
these days,25,Gensim,48.11215909921767,,
concern over,25,Gensim,32.71421114121653,,
portion of,25,Gensim,13.007835974317615,,
can get,24,Gensim,18.045236603805176,,
belgium standard,24,NER,,,
his family,24,Gensim,19.79256902228977,,
foreign trade,24,Gensim,13.926653923612967,,
been able,24,Gensim,33.84268282119579,,
insider trading,24,Gensim,208.45955048686142,,
peking ap,24,Gensim,502.83824002574,,
to promote,24,Gensim,10.797736914105682,,
'm not,24,Gensim,60.8101653696498,,
mr. reed,24,Gensim,48.18168855592551,,
is seeking,24,Gensim,10.891935874494937,,
mr. zacharski,24,Gensim,66.71310723128148,,
suggest that,24,Gensim,15.078015706856794,,
concerned about,24,Gensim,48.743723098995694,,
party leader,24,Gensim,58.187754228216654,,
month rose,24,Gensim,32.6194277902141,,
i 'd,24,Gensim,67.59607482698962,,
mr. oldenburg,24,Gensim,66.71310723128148,,
analyst with,24,Gensim,12.420939585047071,,
treasury secretary,24,Gensim,278.57776292335114,,
could lead,24,Gensim,50.073974095048904,,
some traders,24,Gensim,15.234180423350052,,
participate in,24,Gensim,10.809181939062578,,
look at,24,Gensim,14.018722921394676,,
power plant,23,Gensim,50.08855171013904,,
belief that,23,Gensim,24.759688950206947,,
international trade,23,Gensim,23.945004204942425,,
since then,23,Gensim,29.623199279711883,,
attack on,23,Gensim,11.62446561694009,,
dealing with,23,Gensim,54.129147244310396,,
they wo,23,Gensim,10.269915479084801,,
mr. hurley,23,Gensim,40.07924799003817,,
reluctant to,23,Gensim,12.123774780750239,,
reserve board,23,Gensim,309.41849529780563,,
more difficult,23,Gensim,35.47459028177113,,
last night,23,Gensim,48.00218844984802,,
they 'll,23,Gensim,19.35768241381452,,
suggests that,23,Gensim,13.505284881931061,,
hard currency,23,Gensim,108.78127181220381,,
to acquire,23,Gensim,11.287652382077809,,
mr. gorbachev,23,Gensim,54.77497225305216,,
east german,23,NER,,,
foreign minister,23,Gensim,28.830616894497023,,
pleaded guilty,23,Gensim,5566.043233082706,,
accounts for,23,Gensim,12.134456433099617,,
bond prices,23,Gensim,95.95071449402158,,
talk about,23,Gensim,35.68320399113082,,
the state department,23,NER,,,
once again,23,Gensim,172.5603146853147,,
talking about,23,Gensim,62.80243902439024,,
three months,23,Gensim,28.051676771504358,,
first vice,23,Gensim,15.123726978354801,,
we 'd,23,Gensim,52.0341782717568,,
fiscal year,23,Gensim,23.542270401774534,,
are trying,23,Gensim,10.891531034482758,,
carrian group,23,Gensim,166.92795535261288,,
world war ii,22,NER,,,
lower interest,22,Gensim,38.93180805746582,,
experts say,22,Gensim,110.2814582593951,,
defense minister,22,Gensim,96.2628218367066,,
federal government,22,Gensim,10.799832786897907,,
under way,22,Gensim,29.5884624540429,,
would reduce,22,Gensim,25.726523834930916,,
investments more,22,Gensim,20.450359044109046,,
would give,22,Gensim,13.843319968319967,,
few months,22,Gensim,48.47345477865983,,
information about,22,Gensim,18.53544207317073,,
focused on,22,Gensim,47.866966195977746,,
safe haven,22,Gensim,593.9529574174366,,
developing countries,22,Gensim,179.97474097432269,,
unable to,22,Gensim,14.052557132233233,,
s.p a.,22,Gensim,4167.850223546945,,
financial services,22,Gensim,98.87141821781478,,
says john,22,Gensim,16.55749715814901,,
he expects,22,Gensim,12.607643584888647,,
n't seem,22,Gensim,19.04839017280015,,
waiting for,22,Gensim,18.492789033776813,,
second quarter,22,Gensim,76.28552918712494,,
contends that,22,Gensim,18.960122169077394,,
ranging from,22,Gensim,64.37019518482714,,
public relations,22,Gensim,81.32686295892402,,
war ii,22,Gensim,505.3993855606759,,
private sector,22,Gensim,520.2060081845239,,
capital markets,22,Gensim,77.52903914393436,,
you know,22,Gensim,41.54353219049882,,
the south china sea,22,NER,,,
contend that,22,Gensim,21.922641257995735,,
day after,22,Gensim,15.257688509653942,,
metals analyst,22,Gensim,413.5799319727891,,
the far east,22,NER,,,
